iso3c,year,patent_count,data_driven_patent_count,data_driven_patent_share,benchmark_score_mean,benchmark_top_decile_share,dictionary_score_mean,metadata_score_mean,text_supervised_score_mean,semantic_lsa_score_mean,data_collection_score_mean,empirical_analysis_score_mean,experimental_validation_score_mean,measurement_instrumentation_score_mean,data_quality_calibration_score_mean,ml_training_data_score_mean,boilerplate_score_mean,claims_weighted_benchmark_score_mean,benchmark_confidence_mean
EST,2010,5,0,0.0,0.013130487372156524,0.0,0.0,0.3976216286658502,0.07832914432896299,0.44798421999463783,0.0,0.0,0.0,0.0,0.0,0.0,0.07869386805747332,0.010546824327093097,0.9737390252556869
MYS,2008,131,34,0.2595419847328244,0.20002000175968548,0.13740458015267176,0.029616863911695938,0.3184606283007463,0.277959369929711,0.4806005963200743,0.003003582750285241,0.0,0.0,0.08420332682213036,0.006007165500570482,0.0,0.006007165500570482,0.2002854079103211,0.9010880942546021
TWN,1998,1024,127,0.1240234375,0.08797054559983417,0.05078125,0.007253560540255497,0.27071986754027993,0.1765877376248016,0.4819999028919491,0.0,0.0007684948052487628,0.0,0.017057479311344416,0.003866114226135863,0.0,0.022545120165554003,0.07322421410193633,0.9355926751164227
CHE,1998,422,131,0.3104265402843602,0.2031932504961991,0.11374407582938388,0.01703363598885719,0.308297344811006,0.31095874191477374,0.4772100262061057,0.002430307817810247,0.0009323918016288308,0.0,0.0439133719510518,0.004295091421067909,0.0014979160161814162,0.0009323918016288308,0.23121357233496034,0.8419720710293284
NLD,1997,787,223,0.2833545108005083,0.1956825822170601,0.10673443456162643,0.017209914694459635,0.2912608878436405,0.2952190853387168,0.4822620948726422,0.0,0.002303085870000835,0.0030354026124281737,0.03410490741688614,0.01133379249000554,0.0,0.004098450773173554,0.20965162372841342,0.8614503422786429
USA,1970,170,55,0.3235294117647059,0.21154824784557888,0.11176470588235295,0.01324979294532676,0.28732281484448313,0.3292151232553207,0.469965768733361,0.0,0.0,0.0,0.034339977003510776,0.005086263039784631,0.0,0.0,0.2976643236799855,0.8319435120357787
MEX,1998,24,4,0.16666666666666666,0.09979278026045006,0.041666666666666664,0.0,0.2610042127138485,0.21491735510089705,0.47156231575370383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06881510378445072,0.8588023050503771
GEO,2000,1,0,0.0,0.002181158726545311,0.0,0.0,0.2973363373601928,0.07107039607892401,0.48199880182483906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002181158726545311,0.9956376825469094
SGP,1997,116,20,0.1724137931034483,0.13066899332814025,0.07758620689655173,0.007238423881553472,0.2866231746144733,0.23006083729967722,0.47475460390251417,0.0,0.0,0.0,0.022203667752763646,0.0,0.0,0.0067839541428856304,0.11776679186055275,0.9009855148852398
SWE,1996,449,106,0.23608017817371937,0.17639724658518535,0.10467706013363029,0.014079129161042833,0.2975850967055307,0.255538544610217,0.47209135404258074,0.004014386946475488,0.012283773233680233,0.0,0.023970511865750162,0.0019257566074908402,0.0,0.002606546058215895,0.15835862571094364,0.887117864846266
PHL,2012,14,2,0.14285714285714285,0.08985805272016914,0.07142857142857142,0.017154027514548604,0.3495644371020485,0.19633061252008419,0.4945589569081807,0.0,0.0,0.0,0.0,0.04515146848775412,0.0,0.0,0.09760670654976454,0.9627883058417189
JPN,1986,6666,2441,0.3661866186618662,0.27063635390306867,0.1695169516951695,0.020508352644265707,0.28370541301534197,0.3517574679919084,0.48800249690295633,0.0005190774372805245,0.0020325587976466122,0.0004016191563837452,0.05743598426262883,0.002252511162394534,0.0,0.010116617466043115,0.2759814983183777,0.8409967053697488
GBR,1988,795,210,0.2641509433962264,0.18169467984050472,0.09685534591194969,0.009703060327868841,0.28610409896785877,0.2988672283045734,0.4834761138008324,0.000494929987782851,0.001484789963348553,0.0,0.026283004707032626,0.0009771947671088934,0.0,0.001484789963348553,0.20178721598032667,0.8590628736783719
NOR,1991,18,6,0.3333333333333333,0.1949498768223092,0.1111111111111111,0.03159574381657751,0.2928949711518442,0.3184199988815916,0.47153702542283366,0.0,0.0,0.0,0.08315473753288583,0.021859407793742586,0.0,0.0,0.19774055464417903,0.8319817791261486
SWE,1992,176,62,0.3522727272727273,0.24874715910529338,0.1534090909090909,0.018397602365925494,0.2958527398228004,0.33993363082860584,0.4795284268913695,0.0022356212516327647,0.013678903178904262,0.0,0.03411278508317684,0.0035915940842531687,0.0,0.0022356212516327647,0.2068325308943628,0.8446311450406522
USA,1985,16673,5083,0.3048641516223835,0.21661504900615383,0.12523241168356025,0.013630433688273427,0.28431562842245844,0.3233753769438182,0.47601801749684813,0.0008781653025287953,0.0016458568545101872,0.0005044313955603913,0.033788251671179076,0.004130889468121097,2.359919272400687e-05,0.001398054311412557,0.2213185713145024,0.8474659180834554
DEU,1984,1775,537,0.30253521126760563,0.20521704677811312,0.10929577464788733,0.008363059974331859,0.27904460653426466,0.3209753256663922,0.4807229915986951,0.0,0.0008810188847472131,0.00022167286776753045,0.021419189668981837,0.00231118850504997,0.0,0.0006650186033025914,0.2055551922162983,0.8310446260823439
CHE,1984,350,75,0.21428571428571427,0.14503770031075242,0.07142857142857142,0.0014743024200560696,0.26868194967017195,0.29431085575647103,0.4835890675467888,0.0,0.0,0.0,0.0029302568546169263,0.0011241981151067617,0.0,0.0,0.12079304305779502,0.8604372099653969
USA,1979,16481,5298,0.3214610763909957,0.22337716282519393,0.1243249802803228,0.011852844137635083,0.2831649057228052,0.33275131904564953,0.4766382162659191,0.0005062412119012223,0.0012988032084834537,0.0002199537139361273,0.02959857853304194,0.003910942237242383,0.0,0.001810120666978074,0.23308746733665384,0.8351933795459467
USA,1978,16784,5437,0.3239394661582459,0.22533647520250796,0.12357006673021925,0.012044068511201683,0.28300713177921877,0.33398734905578104,0.47581853293166265,0.0002714933937666266,0.0008711904793840117,0.0002719972146264471,0.031179138007921273,0.0037600238869216667,4.62863345955416e-05,0.0014103271534921889,0.22794238336984865,0.8344391316853407
FRA,1980,530,168,0.3169811320754717,0.22060715735001543,0.12264150943396226,0.015853633310351743,0.3016313477076028,0.3363678150553873,0.48022875877723625,0.0,0.0068017348640282815,0.0,0.038282040748510125,0.0022271849450228296,0.0,0.0,0.20044389096927584,0.8378342084792443
NZL,1998,24,10,0.4166666666666667,0.3350940053056311,0.25,0.0672214108555987,0.3950180310081755,0.384787459033439,0.4850218317315635,0.0678347411412539,0.04273291246316351,0.0,0.1054883300548302,0.0,0.0,0.01639455584530694,0.24883838835131517,0.8804661417819933
PHL,1999,10,2,0.2,0.20784426941552397,0.2,0.026640995863989297,0.26631517258064674,0.2982477147720249,0.4950271021117854,0.0,0.0,0.0,0.08646647167633872,0.0,0.0,0.06321205588285576,0.12542922285752928,0.9805639806682287
HRV,2000,6,3,0.5,0.3768373615767228,0.3333333333333333,0.07632186187779746,0.3062991463066351,0.3860241517561171,0.4903301971412488,0.0,0.06557822338122776,0.0,0.17093164985265405,0.0,0.0,0.06557822338122776,0.3866425235643091,0.8908502130776429
ITA,1993,195,45,0.23076923076923078,0.16054259107325633,0.07692307692307693,0.010665754281142789,0.27023587888766165,0.25999640843629845,0.4845437840841941,0.0,0.004872886828882749,0.0,0.02202180564868237,0.004707256417313339,0.0,0.002017791488653162,0.17573626554446975,0.8704017148299594
FRA,1993,922,242,0.26247288503253796,0.18498210731610384,0.09869848156182212,0.011751299989907869,0.2954625339811749,0.28919277867673193,0.47816897376738793,0.0,0.002651463273882012,0.0011123534697569677,0.024456375635097487,0.00598893093654665,0.0006855971353888912,0.0028084581556857132,0.1836807643499735,0.8627149827385212
BGD,2008,1,0,0.0,0.0011227217012608139,0.0,0.0,0.44600578088202053,0.03386828336930642,0.4518699794139863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011227217012608139,0.9977545565974784
GRC,2009,17,2,0.11764705882352941,0.07723548657800906,0.058823529411764705,0.03284649828990583,0.38349979337633705,0.13822962665189703,0.4602208965364608,0.0,0.0,0.0,0.023145255311021563,0.08019246805088519,0.0,0.0,0.10661120393510036,0.9631060948270289
AGO,2006,3,2,0.6666666666666666,0.25254393606478365,0.0,0.0,0.4268718754100555,0.42348733839164515,0.46190290390573036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20854351936066645,0.4949121278704327
ZAF,2009,6,1,0.16666666666666666,0.02623196533877439,0.0,0.0,0.3682978873060671,0.1068153491071082,0.46791020589098015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027945401217965665,0.9475360693224513
TUN,1991,1,0,0.0,0.054277433388984754,0.0,0.0,0.24660118276732543,0.311702929541362,0.5196695406877467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427743338898475,0.8914451332220305
GBR,1972,4,1,0.25,0.2575434812902491,0.25,0.0,0.3309855632780362,0.35039234602975977,0.4661435445076723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11967205336406295,0.9759242229112575
NOR,1983,9,3,0.3333333333333333,0.169953551932333,0.1111111111111111,0.0,0.25203775734561373,0.3003990887841357,0.47880277271319854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16692315116616402,0.8611070755102757
TWN,1984,5,2,0.4,0.29456708669464643,0.0,0.0,0.24975656980605213,0.34075489156693545,0.5086899198969121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504020925253468,0.7629049241343956
AUT,1976,14,3,0.21428571428571427,0.10930785967909197,0.07142857142857142,0.014985189336650042,0.257025949376315,0.264177704048384,0.4655035084522764,0.0,0.0,0.0,0.04515146848775412,0.0,0.0,0.0,0.10076145213265471,0.9221312325846179
JPN,1976,835,354,0.4239520958083832,0.3103072509490318,0.18922155688622755,0.016712756100639558,0.273178768294277,0.38741914175950604,0.4862192902204951,0.0,0.0,0.0,0.04898016563786693,0.0016994721429979532,0.0,0.004434470892898166,0.3135804755104348,0.8135802259475461
CAN,1977,231,93,0.4025974025974026,0.28536494708452087,0.17316017316017315,0.010043988558837267,0.2795555945695799,0.37139581912346864,0.47627248184473286,0.0,0.0,0.0,0.030869081683496575,0.0,0.0,0.0,0.3373343707022477,0.8132260851719482
LUX,1978,9,2,0.2222222222222222,0.10196887808747906,0.0,0.0,0.2600455157995009,0.24559268458910466,0.48838056292399695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666859600977191,0.8043819288418506
AUS,1977,36,12,0.3333333333333333,0.21713168615476003,0.1111111111111111,0.003939452972559401,0.2884320470212243,0.34512459095795434,0.47875473808454966,0.0,0.0,0.0,0.010929703896871293,0.0,0.0,0.0,0.2583548570646463,0.8065653600402147
LTU,2019,1,0,0.0,0.018154758166371517,0.0,0.0,0.23147521650098238,0.22551380981311403,0.45935282771935887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018154758166371517,0.963690483667257
LUX,1995,17,1,0.058823529411764705,0.029940666222406515,0.0,0.0,0.24346616159657983,0.16444757547678066,0.49192847655794564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052700381964532535,0.940118667555187
PER,1996,41,10,0.24390243902439024,0.1503311496201835,0.04878048780487805,0.0,0.24884684247440184,0.2755891167002468,0.5008788560086108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779341298833549,0.8392132043118534
CMR,2008,22,4,0.18181818181818182,0.07809712601424662,0.0,0.0,0.2652345964570959,0.23287915181052862,0.4978036366415537,0.0,0.0,0.0,0.0,0.0,0.0,0.046617722687087464,0.1035105468597045,0.847295404475156
BEL,1988,122,34,0.2786885245901639,0.1611395685964797,0.07377049180327869,0.0052168556902354715,0.2752370385262623,0.26588969613761754,0.4790900922844316,0.0,0.0051813160559717845,0.0051813160559717845,0.003225158526945628,0.0,0.0,0.0,0.17934147775998308,0.8492590624313011
AUT,1986,37,19,0.5135135135135135,0.3542771485766504,0.21621621621621623,0.01421024371602575,0.26447099945489144,0.4151828073496506,0.48661764593121476,0.0,0.020996482158150545,0.0,0.020996482158150545,0.0,0.0,0.0,0.42691912377687413,0.7424203939586057
ZAF,1986,3,1,0.3333333333333333,0.06788056417409559,0.0,0.0,0.2836087824141814,0.2423546199078724,0.4689282910951505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09109225198742434,0.8642388716518088
FRA,1974,297,84,0.2828282828282828,0.20332310212796448,0.09427609427609428,0.010176608516628683,0.2828507768008355,0.31887413169173107,0.47838228576201985,0.0030906229002562327,0.0,0.0,0.026754660205909706,0.0013248125935601568,0.0,0.0013248125935601568,0.21737583366410507,0.8369571196422054
USA,1964,42,10,0.23809523809523808,0.16333783217479386,0.07142857142857142,0.011748411065175653,0.3335679557165668,0.2989014644917883,0.475170606399083,0.0,0.0,0.0,0.0337871247476974,0.0,0.0,0.0,0.18004758791870212,0.8374827541296164
ESP,1974,5,0,0.0,0.04511493919312006,0.0,0.0,0.2555524364644761,0.24372013526480113,0.45218780518215745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044037191974043086,0.9097701216137599
LTU,2013,8,1,0.125,0.025809074058894734,0.0,0.0,0.36532453016108457,0.13597652391829895,0.4526785241261849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036041570369597625,0.9483818518822105
SRB,2014,8,3,0.375,0.21418361109650413,0.125,0.030019548150460054,0.3702883552947587,0.3704228526908492,0.5107753066258347,0.0,0.07901506985356971,0.0,0.0,0.0,0.0,0.04918366753592082,0.22081145349959191,0.8211275135628029
ARG,1991,1,0,0.0,0.0037889823016616204,0.0,0.0,0.2557519166917451,0.109045696854075,0.4833718922172778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037889823016616204,0.9924220353966767
CHN,1997,49,8,0.16326530612244897,0.13763908454031512,0.08163265306122448,0.008331229911265947,0.2646717778616219,0.25192289325383466,0.4754332970590345,0.0,0.0,0.0,0.025676205245933753,0.0,0.0,0.0,0.1791035626705978,0.9056726517758298
COL,2000,1,1,1.0,0.8700162966212006,1.0,0.0,0.262378117960959,0.6697646461090973,0.5148823263489046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700162966212007,0.7400325932424012
HRV,2010,1,0,0.0,0.0857177867522029,0.0,0.0,0.24660118276732543,0.34848921152863116,0.4969014123738617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857177867522029,0.8285644264955943
CIV,2007,1,0,0.0,0.0007197283518751175,0.0,0.0,0.4833834258768555,0.0036912154685765034,0.42649504874892363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007197283518751175,0.9985605432962498
ARM,2009,1,0,0.0,0.009779130040380784,0.0,0.0,0.262378117960959,0.18113307672955872,0.5240097916844063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009779130040380784,0.9804417399192384
DOM,1998,2,0,0.0,0.018010646860716628,0.0,0.0,0.26167262987366136,0.21440427572262333,0.4394522357026597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02155208983212481,0.9639787062785667
CHL,1994,1,0,0.0,0.03455730211360352,0.0,0.0,0.262378117960959,0.2776565884857136,0.48821604928341555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03455730211360352,0.930885395772793
SVK,2017,7,0,0.0,0.015909143440472662,0.0,0.0,0.34386891753970655,0.17667473693654603,0.4855690839360522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016547135443651724,0.9681817131190547
ROU,1997,3,2,0.6666666666666666,0.503900548298166,0.3333333333333333,0.047273435670712814,0.2596990588130226,0.5849852469080979,0.5018440080591753,0.0,0.0,0.0,0.13115644676245553,0.0,0.0,0.0,0.41468421900567454,0.6539966614471969
