iso3c,year,patent_count,data_driven_patent_count,data_driven_patent_share,benchmark_score_mean,benchmark_top_decile_share,dictionary_score_mean,metadata_score_mean,text_supervised_score_mean,semantic_lsa_score_mean,data_collection_score_mean,empirical_analysis_score_mean,experimental_validation_score_mean,measurement_instrumentation_score_mean,data_quality_calibration_score_mean,ml_training_data_score_mean,boilerplate_score_mean,claims_weighted_benchmark_score_mean,benchmark_confidence_mean
IRN,1990,2,1,0.5,0.5006507928503557,0.5,0.1398822927712549,0.25117654972953524,0.5163561149527616,0.4840776726649517,0.0,0.0,0.0,0.0,0.3884349199257851,0.0,0.0,0.31931130061025437,0.9973672073205575
DNK,1990,5,3,0.6,0.3615997881474483,0.2,0.028364061402427688,0.3167433955474764,0.4757326259671936,0.4973121107757657,0.0,0.0,0.0,0.07869386805747332,0.0,0.0,0.0,0.392016551564178,0.6753974942886515
IND,1990,4,0,0.0,0.01855940472231367,0.0,0.041098222323596334,0.38684918648159483,0.21186875645401393,0.48213092843575756,0.0,0.09836733507184164,0.0,0.0,0.0,0.0,0.0,0.0191296049006213,0.9628811905553726
BMU,1990,5,0,0.0,0.008047461696697147,0.0,0.0,0.25001695737696833,0.13896848547691218,0.4483266204103364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014248085435460526,0.9839050766066058
CZE,2014,112,23,0.20535714285714285,0.16037899189755447,0.125,0.039204710910363635,0.3752744060665557,0.21114269647376022,0.46681824540499844,0.01128786712193853,0.019304396267619334,0.0,0.09412963531906336,0.0,0.0,0.02253652047126431,0.160788801994489,0.9240415320852603
KOR,2014,1058,231,0.21833648393194707,0.15409699545995478,0.08412098298676748,0.012336404388184204,0.2887882631868187,0.2522266722545644,0.49503467674646395,0.0007437983748343414,0.0014875967496686827,0.0,0.03108036646425694,0.0038526605429215588,0.0007437983748343414,0.009803646738790176,0.15469447122464824,0.8838437560611677
DNK,2014,293,65,0.22184300341296928,0.14950177143670598,0.09215017064846416,0.020364449806025597,0.30785321803982185,0.245912862902117,0.48487089534243744,0.0013428987723118314,0.0026857975446236628,0.0,0.04970410161052504,0.013292377739705905,0.0,0.014209132357309539,0.1542265314384275,0.900709680855926
IND,2014,2189,279,0.12745545911375056,0.09940251766446713,0.0657834627683874,0.022177036944652197,0.3714468568199922,0.15410230997924151,0.47729779764971075,0.005161455272778451,0.018439954689126067,0.00480215958003074,0.022833612166391813,0.010350992967259004,0.0021991417585905176,0.026028967977526154,0.09705260842142205,0.9458884826674954
RUS,2014,103,37,0.3592233009708738,0.28655667296971454,0.22330097087378642,0.03182893726561705,0.3736419626062897,0.3182718081837536,0.4794009298956698,0.0,0.04133182250689196,0.0,0.04028643515019465,0.007640181364803235,0.0,0.007640181364803235,0.23509198462483605,0.8796770453694727
JPN,1980,2575,1042,0.4046601941747573,0.29457455153394047,0.17902912621359224,0.015565775171300361,0.28051823326232106,0.37811889405680077,0.48686471646164076,0.0001528036272960647,0.0001528036272960647,0.0003056072545921294,0.04426249581020795,0.0013752326456645822,0.0001528036272960647,0.0037185532756839417,0.29125076793774374,0.8123419680463904
AUT,1980,10,7,0.7,0.36910980610680555,0.0,0.0,0.2573578417239557,0.4607329824410388,0.47456293226624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518575098017857,0.556847343599499
ZAF,1980,4,2,0.5,0.44259798485829516,0.25,0.06150360798761073,0.3353162157681147,0.5249694993460409,0.4490726831181999,0.0,0.0,0.0,0.19421745996289255,0.0,0.0,0.0,0.32488912622532584,0.8163514684558206
GBR,2000,1507,308,0.20437956204379562,0.14568389383264216,0.08161911081619111,0.0110929181297184,0.29742220672071557,0.24455944174583644,0.4762043586136583,0.0006805506961618608,0.004951904973623845,0.00026109445274543236,0.020366040159894894,0.00555432445647251,0.000993221815256765,0.006593849280757037,0.15533909895091527,0.8958014063444575
BEL,2000,271,66,0.24354243542435425,0.16065382948614954,0.07380073800738007,0.005843935964084364,0.27541429239482645,0.2805259554804176,0.4764725261340097,0.001451916384824231,0.0,0.0,0.01129370404434778,0.004839056611304309,0.0,0.005719688414039332,0.14800785867806493,0.8561892989569477
GBR,2015,2778,616,0.22174226061915048,0.17579416424222366,0.12023038156947444,0.023828585212365153,0.3424161051911602,0.24554027752122512,0.47812473817264173,0.003396907310268344,0.0105538744728262,0.002833753073026647,0.04608957079220922,0.007166225835695495,0.0025698745829867303,0.025606723619018182,0.18221502902466577,0.9108972010699746
BEL,2015,510,114,0.2235294117647059,0.16686910175786604,0.10588235294117647,0.019392801016261795,0.32318038080757266,0.24776057392351927,0.47738950159435467,0.001543017020734771,0.004021921173003625,0.004417906119840927,0.04505943265437802,0.001543017020734771,0.0019015737579954539,0.006640011648706126,0.17716128104409729,0.900549839125666
HUN,2016,85,9,0.10588235294117647,0.1008171284568116,0.09411764705882353,0.02958509334736207,0.4088081733720057,0.13188477515050184,0.44827217228781646,0.02235795133252085,0.007436712456806561,0.009139645174724355,0.03949087738983056,0.007436712456806561,0.004629051062204312,0.08656865142805541,0.12313319269861923,0.983800698712286
FIN,1991,62,25,0.4032258064516129,0.30765486938142633,0.20967741935483872,0.021573575060827462,0.301655483792418,0.40792992340461676,0.48404542684330354,0.0,0.0,0.0,0.06525051681014045,0.0,0.0,0.0,0.2971247877362546,0.8537937547351303
SWE,1985,134,53,0.39552238805970147,0.28010924242924584,0.19402985074626866,0.011690071198801904,0.28722468934379436,0.35728519628393046,0.4764530732274244,0.0,0.00645272176689095,0.0,0.02767828549385321,0.0,0.0,0.0,0.2802049917101711,0.8326857200513313
PRT,1985,1,0,0.0,0.04367599485912352,0.0,0.0,0.262378117960959,0.2959214660324544,0.4796158741798668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04367599485912352,0.9126480102817529
FRA,1986,536,168,0.31343283582089554,0.23207485070826078,0.13059701492537312,0.015354895227319997,0.2932059514312268,0.33526417706371625,0.4806632544584261,0.0,0.0,0.0019134139908879185,0.03870572772823434,0.004404507540530223,0.0,0.0022022537702651116,0.2517720533865605,0.8452122682694946
ITA,1986,129,54,0.4186046511627907,0.28726024453756466,0.16279069767441862,0.012069316283524293,0.27129179097390155,0.3788036843851097,0.48076788607760895,0.0,0.0,0.004900159370764013,0.031138866575633688,0.0,0.0,0.0,0.30395355419388964,0.8046499334201478
HUN,2001,17,5,0.29411764705882354,0.12657304408671122,0.058823529411764705,0.0,0.2922891674366143,0.23949979424706355,0.4846280007798731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507254347860701,0.8450956051658873
NLD,2007,896,283,0.3158482142857143,0.2358146895853853,0.15066964285714285,0.026311243651196362,0.28629435481737786,0.3163238047847029,0.482504665472866,0.001756559554854315,0.00789638227184166,0.0013174196661407363,0.0602110931980047,0.007507453232069253,0.00043913988871357876,0.0033403310274026307,0.2652757595420117,0.8596500920103735
CHN,2007,296,63,0.21283783783783783,0.15253261339004157,0.08783783783783784,0.02245966773839632,0.3149653605444415,0.2375843994799072,0.4842035159867363,0.0,0.01651789958458929,0.0,0.030333512358696944,0.008781983987383075,0.007351517089279916,0.013292883117816439,0.16965124980108318,0.893317509046466
SGP,2007,241,34,0.14107883817427386,0.10538985261409173,0.04979253112033195,0.008075035844844935,0.2877324522212018,0.20959692693448007,0.4836753873018405,0.0,0.001632652864262932,0.0,0.014217151450748882,0.006878466630475029,0.0,0.005888212611631912,0.11595345985270332,0.9186249970567227
JPN,2004,17659,4949,0.28025369499971686,0.20652546674608907,0.1273005266436378,0.016897128871572534,0.2963933074049926,0.28937035840853936,0.489523838490121,0.0010578784229392916,0.005952319552174009,0.0004044645461817094,0.037509109146922494,0.005247393706736404,0.00022642215404169858,0.014118109950753088,0.21075064983520111,0.8711310641353498
AUT,2004,133,22,0.16541353383458646,0.11356387317631252,0.05263157894736842,0.017889006732328756,0.3022784545476347,0.21496506586485048,0.4673537558449139,0.0,0.0,0.0,0.04985884467874025,0.0029584160923862147,0.0,0.0029584160923862147,0.14029940979187358,0.9034926875415574
FIN,1994,102,35,0.3431372549019608,0.25355843734184086,0.18627450980392157,0.019065571004083147,0.3091514394905085,0.3251142719365207,0.480780515854521,0.0,0.003857542551836927,0.0,0.04976193796169183,0.006197260380672134,0.0,0.0,0.3251333462461467,0.8793831576885325
CAN,2012,2039,454,0.2226581657675331,0.1639110737829081,0.10642471799901913,0.020987204527357237,0.33694915178565665,0.2317338514086053,0.47692366245603784,0.0033061551293365097,0.013566038633450461,0.0015848885821941874,0.027854011969108926,0.014601653302844046,0.0003859434431460192,0.019090279383749808,0.15446456437699738,0.9069788981841288
BRA,2012,114,34,0.2982456140350877,0.21965683490881774,0.13157894736842105,0.026883456230401906,0.2975123689049925,0.30326616086915376,0.4837341778494988,0.006902970882234501,0.015899373506058398,0.005544917182706647,0.03619000894320388,0.006902970882234501,0.0034514854411172506,0.013717618600230732,0.2923151588095141,0.8593050369664867
AUS,2012,370,68,0.1837837837837838,0.13707375590869553,0.0891891891891892,0.015590990742408958,0.36399187952154277,0.194695113813406,0.47450817057353295,0.0021268612988506303,0.015464236405966433,0.0021268612988506303,0.02079254336201638,0.0031902919482759452,0.0,0.016768612805946975,0.1949331490908236,0.9264148295112427
MYS,2012,117,30,0.2564102564102564,0.1744543737118233,0.10256410256410256,0.03031275890504735,0.2965789624752358,0.2631057514913407,0.47728528376494966,0.0,0.0,0.0,0.08048573413469447,0.013451943257687745,0.0,0.01008895744326581,0.18337045552680253,0.8879597717364528
VEN,2012,1,1,1.0,0.9785072890090539,1.0,0.0,0.2557519166917451,0.8129099473348644,0.5561635878735119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785072890090539,0.9570145780181079
CMR,2012,60,14,0.23333333333333334,0.11724220550265135,0.016666666666666666,0.0,0.2747415601946909,0.25182504199872535,0.49599152587776124,0.0,0.0,0.0,0.0,0.0,0.0,0.04445207426218136,0.10764031479365369,0.8344255247624038
FIN,2020,638,128,0.2006269592476489,0.1618174720100125,0.11912225705329153,0.030457645393787137,0.3787967278160684,0.22661377400633995,0.47127494262870784,0.013078362639459527,0.008491297895964962,0.0006167231038986937,0.05430592299541145,0.011677841619284045,0.007112067477715028,0.04960542568161409,0.15832606284091727,0.934952262966057
IND,2018,3027,464,0.1532870829203832,0.11668725319101877,0.07862570201519656,0.024496508411993984,0.40829556172140175,0.1770140236492493,0.482260240100924,0.00717107257942742,0.01344683123181144,0.004907658192184467,0.03357359910460125,0.008291753275689923,0.004392003414514744,0.03394006159234255,0.11332158231728917,0.9363720187813089
DNK,2018,261,69,0.26436781609195403,0.1930323739554829,0.12260536398467432,0.024771589380732425,0.34215075786049415,0.2897018556025434,0.4832767267236555,0.0,0.015124679979760618,0.0015075453650856957,0.0500461346932406,0.00690597601136971,0.0,0.007835527730365851,0.2028322344664795,0.880516634090193
KOR,2018,1223,250,0.2044153720359771,0.143288540835179,0.07849550286181521,0.017181811642497324,0.3137988982786469,0.24168671691297602,0.49935611610963765,0.002620885590385332,0.0027689337210467075,0.0006434494526367401,0.04385630827512014,0.0024541232460048934,0.0,0.015348328867719396,0.15122941915870725,0.8932008904479373
RUS,2018,170,40,0.23529411764705882,0.1976863802077665,0.16470588235294117,0.0227254389527253,0.38881075699181666,0.23428632215666773,0.48620562224045105,0.0037183562284032806,0.017546280940174085,0.002314525531102156,0.025404281488641194,0.014579233157077709,0.0,0.009258102124408625,0.1887406796271824,0.9358497992286561
CZE,2018,170,40,0.23529411764705882,0.17351958592761701,0.10588235294117647,0.03625241541070671,0.4066378888375403,0.24836963536157278,0.4819157318661234,0.004569822587362177,0.02768380242244011,0.01291722987796977,0.05295563293455091,0.0037183562284032806,0.004629051062204312,0.03149266260162916,0.17959067164339265,0.8962567248851896
BMU,2018,9,3,0.3333333333333333,0.15639779353750208,0.0,0.034023688478502644,0.27975713155602605,0.23301303668174622,0.49158781145459307,0.0,0.04371881558748517,0.0,0.04371881558748517,0.0,0.0,0.10775584628640905,0.17806806229786906,0.7046097937869884
THA,2018,8,1,0.125,0.08908454028854651,0.0,0.017727538376517304,0.37509702545186363,0.17732028366578798,0.4988789535117814,0.0,0.0,0.0,0.04918366753592082,0.0,0.0,0.0,0.05654321697454614,0.8674612264590625
SVK,2018,4,1,0.25,0.2343989123855043,0.25,0.041098222323596334,0.3338169920346934,0.2233209061977647,0.4785127766989197,0.0,0.09836733507184164,0.0,0.0,0.0,0.0,0.0,0.020831929479295266,0.9584083507230106
NLD,1987,501,169,0.3373253493013972,0.22351694331589297,0.12375249500998003,0.013983464758312823,0.28481168077399144,0.33349273710970084,0.481678299169617,0.0,0.0020470856269778925,0.0012617176822925303,0.03734539954382299,0.0007853679446853624,0.0,0.0,0.23169785417188907,0.8243586680887844
FRA,2009,1298,188,0.1448382126348228,0.11306604811051785,0.07010785824345146,0.015608809063447544,0.30949338193312737,0.19526778470945688,0.4752217177108312,0.004613000210562095,0.0065992578817840606,0.0027928021258715827,0.024106980401576304,0.0066544342882419154,0.0012047831436258116,0.012480240022251577,0.117692654852552,0.9292470918574641
ITA,2009,500,81,0.162,0.12640823174658844,0.092,0.01955905134467548,0.29330845970057895,0.20169205383537506,0.481134178097583,0.0028179807973602554,0.013297904119490793,0.0015537396797031405,0.03433029226311586,0.003934693402873665,0.0007869386805747331,0.012774501348406653,0.15783586471191877,0.9279544986476747
ESP,2009,74,11,0.14864864864864866,0.10117793208444004,0.05405405405405406,0.007462535516986037,0.31790241361018173,0.17887364837204886,0.4795090505261803,0.0,0.005317153247126575,0.0,0.01581539432620185,0.0,0.0,0.0328997337540007,0.10269949965058742,0.9244402153007892
TUR,2009,10,5,0.5,0.2906458384193755,0.0,0.0,0.2826959887235799,0.39011101767977696,0.4848021716578962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14399834845986584,0.6049194629388998
FRA,1976,494,122,0.24696356275303644,0.17069322525395605,0.07692307692307693,0.006214634709413422,0.28209129717126924,0.2935306302671099,0.47954602724058093,0.0018581275331500024,0.0,0.0,0.01639066887203352,0.0007964966402578271,0.0,0.0007964966402578271,0.17980515215431167,0.8510561197471478
ITA,1976,69,23,0.3333333333333333,0.23160622561883187,0.13043478260869565,0.008492431621000487,0.2668856612230646,0.34368745922991956,0.4652545260548264,0.0,0.016961437393317926,0.0,0.005702454207063284,0.0,0.0,0.0,0.24869037207138017,0.8289031572645041
ISR,1977,6,5,0.8333333333333334,0.8011220555294103,0.8333333333333334,0.07596784711059058,0.39525411302431296,0.6689153122675845,0.48899646418228054,0.0,0.0,0.0,0.23483173311335462,0.0,0.0,0.0,0.9362100046492102,0.9348053971487197
THA,2014,27,6,0.2222222222222222,0.147143058569558,0.07407407407407407,0.0060886255294216795,0.31016001139614346,0.24760702360944353,0.49067706259923594,0.0,0.014572938529161725,0.0,0.0,0.0,0.0,0.0,0.11269571597562789,0.8443035581913038
USA,2002,43697,11035,0.2525344989358537,0.18704425663428975,0.11774263679428794,0.021169742964997157,0.3080231073602098,0.2734400443621021,0.4760128384124638,0.002118109986057832,0.007214742425558435,0.001814055671703495,0.043696205171514964,0.00847305920140762,0.0006137384538333138,0.01281871268427054,0.19387901408302005,0.8853728491716849
ISL,2004,13,1,0.07692307692307693,0.08267084196860888,0.07692307692307693,0.052937683732487896,0.369148016039557,0.13574869400953402,0.474496373610974,0.0,0.048624658371427515,0.0,0.06053374465959486,0.03026687232979743,0.0,0.03026687232979743,0.0559375167207232,0.9881735496414011
GHA,2004,2,0,0.0,0.0020014916759030763,0.0,0.0,0.294155166877589,0.06317686912806444,0.5173175628802718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019476082772988137,0.9959970166481938
UKR,2011,2,1,0.5,0.23063165884125028,0.0,0.0,0.27743490383286507,0.3176189820221202,0.4670481921696494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19488792105540936,0.5387366823174995
ISR,2008,511,126,0.2465753424657534,0.20155885549988722,0.14677103718199608,0.037510535464930786,0.35417451889839296,0.2570228447987282,0.4786869073373562,0.00477209799982946,0.015284289028812955,0.004600288064581285,0.064228239620999,0.01955522142590821,0.003982395101570106,0.02040687177174286,0.19978804816474635,0.9229710951994896
IRL,2008,85,15,0.17647058823529413,0.15867893651874104,0.1411764705882353,0.03605465769840194,0.3480929021792922,0.22055555183766282,0.4640670074643071,0.0,0.004629051062204312,0.004629051062204312,0.07041052282734955,0.026748883711100176,0.0,0.025952916705623812,0.28987194830765867,0.9683563573364027
BMU,2014,11,2,0.18181818181818182,0.1583415254345444,0.09090909090909091,0.0,0.24408764276751957,0.2199934512182705,0.502029136706193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4522580499559423,0.9376825394360329
JPN,1993,9448,3006,0.31816257408975446,0.23574056556726256,0.1491320914479255,0.019720700730542058,0.2866200512183135,0.32258587200169725,0.4892281481270095,0.0010829808761443078,0.005056266365374061,0.0,0.049466585939243135,0.002458945686945286,0.0019186403999445578,0.013691409914234795,0.25010297369744666,0.8580656588897126
ZAF,1993,5,1,0.2,0.17040852733808248,0.0,0.0,0.2558599795520181,0.25933270215852805,0.48733519513429807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23943117386463225,0.9041127231338439
AUT,1993,30,6,0.2,0.16195475652014887,0.1,0.006993088357103354,0.26498632752652385,0.255413879716905,0.46580466900080736,0.0,0.0,0.0,0.021070685294285255,0.0,0.0,0.0,0.08604435274830985,0.8918847276765683
LUX,2002,35,5,0.14285714285714285,0.12422642154798719,0.08571428571428572,0.014864596778430795,0.30086634235943227,0.23280382968963567,0.49989509589316256,0.0,0.011241981151067617,0.01806058739510165,0.011241981151067617,0.0,0.0,0.0,0.19173332415005073,0.9393292158143864
SWE,1995,243,79,0.32510288065843623,0.24716275658758555,0.12757201646090535,0.018202731260982263,0.28652139979177293,0.3126765928543627,0.47433442479017973,0.0016192153921290805,0.009638596019450722,0.0,0.03527548885251882,0.007803957516401947,0.0,0.0016192153921290805,0.2376541416830197,0.84137493548174
HRV,2013,8,0,0.0,0.0074056619358717985,0.0,0.0,0.3469175171483274,0.10080931409693329,0.4770754401202569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874140371704856,0.9851886761282564
GBR,2010,1960,365,0.18622448979591838,0.1417236480612154,0.0923469387755102,0.020725987046814807,0.33193323846141193,0.21871425184359336,0.47794249380769166,0.003145356575276097,0.00935589196811637,0.0028087974155803384,0.0395764374585479,0.006783635175160887,0.0004014993268238434,0.01977839798023267,0.1525309650800133,0.9182720222233741
BEL,2010,391,54,0.13810741687979539,0.08961050481978212,0.03324808184143223,0.006571837830453853,0.3085821175271884,0.18128406611276165,0.477931478878377,0.0016166766210449046,0.0050058257307254985,0.0,0.008239178972815307,0.003233353242089809,0.0,0.011894238001271712,0.09218104967338987,0.9157095915488125
SRB,2017,9,4,0.4444444444444444,0.2932097835445313,0.2222222222222222,0.02668404280040894,0.41780003685944966,0.4169064214850364,0.5088053869078027,0.0,0.07023561764761752,0.0,0.0,0.0,0.0,0.0,0.30754813955898525,0.8538684424411326
CYP,2018,4,2,0.5,0.3177443807271392,0.25,0.10113731862451644,0.32700662711337797,0.357580804505354,0.4607077460353959,0.0,0.25639747477898106,0.0,0.0,0.0,0.0,0.0,0.32879183944115603,0.8395607252485517
COL,2019,8,2,0.25,0.2542089449650199,0.25,0.07240479507077917,0.3654830089364513,0.32576040287810265,0.49468786013524435,0.0,0.0,0.12271054513890822,0.0,0.0,0.07901506985356971,0.0,0.3199369490979361,0.9896425655866278
SGP,1987,3,1,0.3333333333333333,0.1340792173139862,0.0,0.0,0.3422546836857682,0.26143792747174216,0.44427198409529217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25807607799472476,0.7318415653720276
CHN,1987,10,3,0.3,0.24753698365220056,0.1,0.0,0.2560237581664967,0.33949633949107666,0.4840155840901629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19754976773766447,0.7970790775086661
URY,1976,1,0,0.0,0.011224959942590259,0.0,0.0,0.24660118276732543,0.19023530715148118,0.45653455521379976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011224959942590259,0.9775500801148195
ESP,1976,3,0,0.0,0.07358638032563967,0.0,0.0,0.26151993892924325,0.3099184645700656,0.4610596062262801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06550630357153069,0.8528272393487205
USA,1992,20697,6296,0.30419867613663815,0.2170867964826675,0.1274097695318162,0.01592441940014866,0.2923637704206889,0.32001001304659976,0.4766376019505716,0.0008564035996471827,0.0025533947530156343,0.001064099416195796,0.036704002522859096,0.005956237090517139,0.0007094029498777791,0.0024302218205381524,0.2302247442260032,0.850554601617024
SYR,1981,1,0,0.0,0.03222134664930599,0.0,0.0,0.24660118276732543,0.2708860507453116,0.4659756378429407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03222134664930599,0.935557306701388
MCO,2002,2,0,0.0,0.003407258350327887,0.0,0.0,0.27590000718153396,0.10162816101027276,0.4706101216379811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033836234155306556,0.9931854832993442
PHL,2008,12,2,0.16666666666666666,0.05584267336890344,0.0,0.017482720892758385,0.29574588031974697,0.22675021627617156,0.4791994232009522,0.0,0.0,0.0,0.052676713235713137,0.0,0.0,0.0,0.03774787790980066,0.888314653262193
SSD,1995,1,0,0.0,0.0938896849609068,0.0,0.0,0.2755805160594453,0.35845493927244393,0.48716270522927196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938896849609068,0.8122206300781865
MNG,1995,1,0,0.0,0.04533735700605028,0.0,0.0,0.2924916897047711,0.30141382422897284,0.5247260016910672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04533735700605028,0.9093252859878994
SVK,2014,3,1,0.3333333333333333,0.3398621915932892,0.3333333333333333,0.0,0.26252829807033645,0.3948726552917787,0.49337596212665574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32424688937945306,0.9743673536032486
LTU,2015,3,0,0.0,0.006921145760983336,0.0,0.0,0.27579351014083775,0.0827450985073664,0.4487287424159858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010823754698779879,0.9861577084780334
HUN,1997,6,2,0.3333333333333333,0.18776072442629063,0.0,0.04888428814344131,0.3558551665983995,0.3262970228805046,0.4601715612714146,0.0,0.0,0.0,0.0,0.0,0.14411078612723122,0.0,0.1754976098768281,0.6914031233040839
ESP,1986,7,1,0.14285714285714285,0.12640833056695874,0.0,0.0,0.2539061905531717,0.3001675190886193,0.4788170005826701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17195407368433838,0.7728140978414336
