patent_id,app_year,grant_year,assignee_country_mode,inventor_country_mode,benchmark_score,dictionary_score,metadata_score,semantic_lsa_score,text_supervised_score,benchmark_confidence,patent_title,dist_to_threshold
9592910,2015,2017,US,US,0.15001195516866422,0.0,0.2787909111877056,0.49705560918406005,0.39864561742932053,0.6999760896626716,Geometrically reconfigurable propellers,1.1955168664257165e-05
6384237,2000,2002,JP,JP,0.14998762807814175,0.0,0.2557519166917451,0.4693851578763509,0.3966699370267193,0.7000247438437165,"Pyrylium compound, process for making the same, nucleic acid stain, and labeled nucleic acid",1.2371921858211898e-05
10467266,2016,2019,KY,CN,0.14998709255816928,0.0,0.4915896241723727,0.5199249644603059,0.41674719086552553,0.7000258148836614,Information query,1.2907441830689592e-05
9788366,2014,2017,US,US,0.1499867521351217,0.0,0.2719030064025366,0.48002564894099164,0.39804441254647466,0.7000264957297566,Apparatus for curing composite materials and method of use thereof,1.3247864878274118e-05
4021049,1975,1977,US,US,0.15001390429712733,0.0,0.24660118276732543,0.47753569897544773,0.395906355484985,0.6999721914057453,Adjustable lip type seal for a crankshaft,1.3904297127359522e-05
9748969,2016,2017,DE,AT,0.1500141730023315,0.16439288929438534,0.262378117960959,0.48082177726655684,0.3377642138867875,0.699971653995337,Method of operation for an oversampled data converter,1.4173002331530071e-05
5627706,1995,1997,JP,JP,0.14998536341680838,0.0,0.2557519166917451,0.4892160300402259,0.3966686055289119,0.7000292731663833,Cassette half having multi-layer molded construction,1.4636583191590669e-05
4297684,1979,1981,US,US,0.15001484715427643,0.0,0.2557519166917451,0.491614196592011,0.396685939069244,0.6999703056914471,Fiber optic intruder alarm system,1.4847154276464991e-05
5659090,1995,1997,FR,FR,0.1500150192273645,0.0,0.2557519166917451,0.48428801544555017,0.3966860402230757,0.699969961545271,Steps in a process for the production of at least one alkyl tertiobutyl ether from natural gas,1.5019227364521104e-05
6436508,2000,2002,US,IT,0.15001550122625537,0.0,0.28164164400186253,0.45533181368739506,0.3988903934089413,0.6999689975474892,Absorbent articles having a liquid swellable material coated breathable backsheet,1.55012262554044e-05
5865286,1997,1999,US,US,0.14998327377068774,0.0,0.2557519166917451,0.4658213780264344,0.3966673769158524,0.7000334524586245,Automatic feed clutch release,1.6726229312230556e-05
RE34083,1990,1992,JP,JP,0.14998311859956925,0.0,0.23147521650098238,0.4839538172031299,0.39460053765876674,0.7000337628008615,Camera with motorized film rewinding device,1.6881400430712734e-05
6397811,2000,2002,US,US,0.15001738360342456,0.0,0.24660118276732543,0.49656434449266856,0.3959084008006963,0.6999652327931509,Electronically controlled lubricating oil removal system,1.738360342459777e-05
5786298,1997,1998,US,US,0.14998244642189312,0.0,0.28164164400186253,0.4739583875923123,0.3988709603114648,0.7000351071562138,Backing layers for imaging elements containing crosslinked elastomeric matte beads,1.755357810684366e-05
5387358,1993,1995,DE,DE,0.15001756128196253,0.0,0.24660118276732543,0.47012163649591493,0.39590850524825755,0.6999648774360749,"Alkaline earth metal sodium acetate, a process for its preparation and its use",1.756128196256368e-05
10674035,2018,2020,JP,JP,0.14998199719422017,0.0,0.5411594333623305,0.5143113051828005,0.4209642210015716,0.7000360056115597,Image processing device with frame removal,1.8002805779793185e-05
8383307,2009,2013,JP,JP,0.15001827107145602,0.0,0.2755805160594453,0.4788533484128273,0.3983760197240255,0.6999634578570879,"Toner, developer, and image forming method and apparatus using the toner",1.827107145604967e-05
5872868,1996,1999,US,US,0.15001945801145794,0.0,0.2557519166917451,0.5053434785290934,0.3966886495464858,0.6999610839770841,Technique for generating and storing edge phase information for rendering text and lineart in hyperacuity printers,1.9458011457973434e-05
5343266,1993,1994,US,GB,0.14997984087788208,0.0,0.2557519166917451,0.47414467210724925,0.3966653585066868,0.7000403182442358,Film extraction unit,2.015912211789095e-05
10585261,2018,2020,TW,TW,0.14997970924513276,0.0,0.2787909111877056,0.5060139119713725,0.3986266595502517,0.7000405815097345,Optical driving mechanism,2.0290754867202665e-05
5229086,1991,1993,CA,CA,0.15002070807460952,0.0,0.262378117960959,0.4508303622528979,0.3972534926925612,0.6999585838507809,Removal of molybdenum from uranium-bearing solutions,2.0708074609548932e-05
6654092,2001,2003,JP,JP,0.1499792790998794,0.0,0.2787909111877056,0.5466120378740841,0.39862640663849275,0.7000414418002412,Active-matrix liquid crystal display,2.0720900120563268e-05
4391754,1982,1983,GB,GB,0.14997919587286285,0.0,0.26759334305557764,0.5228022269034829,0.39767307527143664,0.7000416082542743,Anthraquinone compounds,2.0804127137119544e-05
8254392,2007,2012,SE,DE,0.15002083800664526,0.2797645855425098,0.47330853536642037,0.47423997739962886,0.313978111356725,0.6999583239867095,Link layer control protocol implementation,2.0838006645290674e-05
4255279,1979,1981,US,US,0.1499791486991575,0.0,0.28653911356079864,0.45866898564085745,0.3992859575856534,0.700041702601685,Dual demetalling of oxo products with catalyst recycle,2.0851300842478215e-05
6249402,1999,2001,JP,JP,0.14997895856189042,0.0,0.262378117960959,0.5181430433834174,0.3972289480449943,0.7000420828762192,Magnetic head slider,2.104143810954806e-05
4702897,1985,1987,US,US,0.15002195055609205,0.0,0.262378117960959,0.47359653145809666,0.3972542230644719,0.699956098887816,Lead-tolerant catalyst system and method for treating exhaust gas containing lead compounds,2.1950556092081852e-05
10290974,2016,2019,JP,JP,0.1500220439390691,0.0,0.2924916897047711,0.49268653180607647,0.3998179362963515,0.6999559121218618,Connector device,2.2043939069127383e-05
5736227,1995,1998,US,US,0.14997770382270753,0.0,0.295818644050407,0.44892333835208503,0.40007510219592746,0.7000445923545849,Laminated wood flooring product and wood floor,2.2296177292435715e-05
4030510,1975,1977,US,US,0.14997758849370602,0.0,0.24660118276732543,0.5018028837949687,0.39588500485026523,0.700044823012588,Standby heart pacer,2.2411506293951167e-05
5072191,1990,1991,JP,JP,0.15002303170390197,0.0,0.262378117960959,0.4897422952268479,0.3972548585950346,0.6999539365921961,"High-voltage pulse generating circuit, and discharge-excited laser and accelerator containing such circuit",2.3031703901998934e-05
6364152,2000,2002,US,US,0.14997654401339316,0.0,0.30142693505959456,0.4948922543088632,0.4005518708265247,0.7000469119732137,Food storage container,2.3455986606801815e-05
4940910,1989,1990,US,US,0.15002386550554775,0.0,0.2557519166917451,0.49224569750049496,0.39669124041327186,0.6999522689889045,Temperature compensated monolithic delay circuit,2.3865505547782107e-05
4843265,1988,1989,US,US,0.15002386550554775,0.0,0.2557519166917451,0.49224569750049496,0.39669124041327186,0.6999522689889045,Temperature compensated monolithic delay circuit,2.3865505547782107e-05
4810448,1987,1989,DE,DE,0.14997578157566602,0.0,0.2557519166917451,0.4822939358277168,0.39666297174374265,0.7000484368486679,Processes for the production of dry-spun polyacrylonitrile profiled fibres and filaments,2.4218424333949384e-05
10696198,2018,2020,US,US,0.1499752643425487,0.0,0.2755805160594453,0.4821288079296412,0.3983507355302136,0.7000494713149026,AV and transport scissor jack rear seat system,2.4735657451258053e-05
7703550,2005,2010,US,US,0.15002518659733144,0.0,0.2557519166917451,0.48502978468604213,0.39669201698130335,0.6999496268053371,Down hole motor with locking mechanism,2.5186597331472438e-05
4645984,1985,1987,US,US,0.15002535390410757,0.0,0.24660118276732543,0.5057236714923441,0.39591308600732605,0.6999492921917849,Diode modulator with raster width regulation,2.5353904107600078e-05
6850448,2003,2005,DE,DE,0.14997414350918556,0.0,0.262378117960959,0.5047886278874221,0.3972261169010473,0.7000517129816288,Temperature-dependent refresh cycle for DRAM,2.5856490814407662e-05
5133795,1991,1992,US,US,0.15002671231203013,0.0,0.262378117960959,0.4946122848843454,0.39725702213674813,0.6999465753759397,Method of making a silicon package for a power semiconductor device,2.6712312030163776e-05
6314253,1999,2001,JP,JP,0.15002719977073717,0.0,0.24660118276732543,0.48379811546301604,0.3959141710396131,0.6999456004585256,Image forming apparatus and image forming method,2.719977073720181e-05
5942875,1998,1999,DE,DE,0.1500274506848786,0.0,0.2719030064025366,0.4049017583330061,0.39806833837545497,0.6999450986302428,Method and device for operating an asynchronous machine,2.745068487863822e-05
4071962,1976,1978,US,US,0.1500292445685911,0.0,0.24660118276732543,0.4609125694965663,0.3959153729942756,0.6999415108628178,Rotary dryers,2.9244568591130227e-05
6917267,2003,2005,US,US,0.14997062459658936,0.0,0.2557519166917451,0.46592887770210695,0.3966599394989438,0.7000587508068212,Non-conductive barrier for separating a circuit breaker trip spring and cradle,2.9375403410608625e-05
10826083,2015,2020,DE,CA,0.1499706081868707,0.0,0.2886784370577112,0.5105375980982152,0.39946306290951605,0.7000587836262586,Fuel cell assemblies with improved reactant flow,2.9391813129275857e-05
10618565,2018,2020,JP,JP,0.1499702894736802,0.0,0.2755805160594453,0.48484867390023273,0.39834781035729144,0.7000594210526396,Vehicle rear structure,2.9710526319753905e-05
4924026,1989,1990,US,US,0.1499698579586284,0.0,0.26759334305557764,0.47804358870660535,0.39766758472442926,0.7000602840827432,"Triisobutylene alcohols and esters, uses thereof in perfumery and halogenated intermediates useful for preparing same",3.014204137155585e-05
4933488,1989,1990,US,US,0.1499698579586284,0.0,0.26759334305557764,0.47804358870660535,0.39766758472442926,0.7000602840827432,"Triisobutylene alcohols and esters, uses thereof in perfumery and halogenated intermediates useful for preparing same",3.014204137155585e-05
7474292,2005,2009,JP,JP,0.1500303218217922,0.0,0.28653911356079864,0.5082787580100832,0.3993160415885503,0.6999393563564156,Liquid crystal display device,3.0321821792245185e-05
7952788,2009,2011,US,US,0.1499693101470905,0.0,0.24660118276732543,0.4860108544816472,0.395880137283584,0.700061379705819,Method and device for selective adjustment of hysteresis window,3.068985290946569e-05
6639753,2000,2003,US,US,0.14996871890083668,0.0,0.2924916897047711,0.45761413602782064,0.3997865856007205,0.7000625621983266,"Method of forming a head assembly, a head assembly, and a linear tape drive",3.128109916328281e-05
7828681,2007,2010,US,US,0.14996858924498177,0.0,0.2557519166917451,0.47373044369298734,0.3966587427118102,0.7000628215100364,Game ball,3.1410755018196346e-05
7998005,2010,2011,US,US,0.14996858924498177,0.0,0.2557519166917451,0.47373044369298734,0.3966587427118102,0.7000628215100364,Game ball,3.1410755018196346e-05
6526758,2001,2003,US,US,0.15003269914955328,0.0,0.2557519166917451,0.47518269446022604,0.39669643292463674,0.6999346017008934,Method and apparatus for power augmentation for gas turbine power cycles,3.2699149553311324e-05
10731496,2018,2020,US,US,0.14996681633579217,0.0,0.2886784370577112,0.4843234753258301,0.39946083328940385,0.7000663673284157,Bearing-supported seal,3.318366420779206e-05
7185505,2004,2007,JP,JP,0.14996528707518736,0.0,0.26759334305557764,0.481802393131823,0.3976648970140661,0.7000694258496253,Refrigerant circuit and heat pump type hot water supply apparatus,3.471292481260768e-05
5661425,1995,1997,JP,JP,0.1499640116456593,0.14182030701213844,0.2719030064025366,0.4795723406095313,0.34671347544341025,0.7000719767086814,Digital PLL circuit,3.598835434065473e-05
9952536,2015,2018,JP,JP,0.15003600085783803,0.0,0.2787909111877056,0.49987743963821735,0.39865975207912047,0.699927998284324,Developing apparatus having developer distribution control,3.600085783805884e-05
7230672,2004,2007,JP,JP,0.14996394149194842,0.0,0.24660118276732543,0.48857482777764966,0.3958769804616553,0.7000721170161032,Image recording apparatus and image recording method,3.605850805155075e-05
7094023,2004,2006,US,US,0.1499634493159536,0.0,0.262378117960959,0.48340396898373034,0.3972198286853953,0.7000731013680928,Shroud honeycomb cutter,3.655068404637141e-05
5002631,1990,1991,US,US,0.15003687659789067,0.0,0.262378117960959,0.4817513739430747,0.3972629966985938,0.6999262468042187,Plasma etching apparatus and method,3.687659789070041e-05
5156285,1990,1992,US,US,0.14996308240486433,0.16439288929438534,0.24660118276732543,0.48395067839551587,0.3363910381102944,0.7000738351902713,Easy grip bottle,3.691759513563264e-05
5747210,1996,1998,JP,JP,0.15003699103725857,0.0,0.262378117960959,0.45972697076470737,0.3972630639640961,0.6999260179254829,Electrostatic image developing toner and method for producing the toner,3.699103725859909e-05
8506063,2011,2013,US,US,0.15003722356700064,0.0,0.2557519166917451,0.5323743351132563,0.3966990923285891,0.6999255528659987,Coordination of pressure and temperature during ink phase change,3.722356700067153e-05
7150174,2003,2006,US,GB,0.1500377105367403,0.0,0.24660118276732543,0.488756500076749,0.39592034923989866,0.6999245789265194,Reform rollers,3.771053674034297e-05
6485128,1997,2002,US,US,0.1500380263752255,0.0,0.262378117960959,0.451712304074412,0.3972636725161181,0.699923947249549,Ink jet pen with a heater element having a contoured surface,3.802637522554164e-05
5958114,1997,1999,JP,JP,0.14996150220119367,0.0,0.2719030064025366,0.48926618847521786,0.3980295659490168,0.7000769955976127,Indoor unit of air-conditioner,3.8497798806297334e-05
5547933,1995,1996,US,US,0.14996148762623374,0.0,0.2842066713074903,0.46410533251171177,0.3990770051338598,0.7000770247475325,Production of erythropoietin,3.8512373766230734e-05
5621080,1995,1997,US,US,0.14996148762623374,0.0,0.2842066713074903,0.46410533251171177,0.3990770051338598,0.7000770247475325,Production of erythropoietin,3.8512373766230734e-05
4598156,1983,1986,US,CH,0.1499610337366671,0.0,0.2557519166917451,0.48991930784580884,0.3966542999544799,0.7000779325266657,"Process for producing indoles unsubstituted in the 2,3-position and N(3-chloropropionyl)indole produced thereby",3.896626333285691e-05
6089825,1998,2000,US,US,0.14996064974897225,0.0,0.2842066713074903,0.45028546693608074,0.3990765124387682,0.7000787005020555,Abradable seal having improved properties and method of producing seal,3.935025102771994e-05
D354460,1993,1995,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Motorcycle air cleaner cover,3.940257091558652e-05
D541303,2006,2007,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D510301,2003,2005,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Motorcycle air cleaner cover,3.940257091558652e-05
D518420,2005,2006,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D462117,2001,2002,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D903078,2019,2020,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D363259,1994,1995,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Motorcycle air cleaner cover,3.940257091558652e-05
D491113,2003,2004,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Motorcycle air cleaner cover,3.940257091558652e-05
D540929,2005,2007,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D518157,2004,2006,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
D540928,2005,2007,US,US,0.15003940257091555,0.0,0.23147521650098238,0.4884982866480233,0.3946336250768649,0.699921194858169,Air cleaner cover,3.940257091558652e-05
4219047,1978,1980,US,US,0.1500396940245924,0.0,0.26759334305557764,0.4805635143823594,0.3977086404163202,0.6999206119508152,Telescoping eduction pipe assembly with elastomeric boot,3.9694024592445976e-05
10611144,2018,2020,US,US,0.1500400290504816,0.0,0.2906547804449137,0.5056252728515567,0.39967212640553607,0.6999199418990367,Fluid ejection devices with reduced crosstalk,4.0029050481643624e-05
6689734,2002,2004,US,US,0.14995982640900213,0.0,0.28164164400186253,0.4577420205740441,0.39885765985126226,0.7000803471819957,Low ozone depleting brominated compound mixtures for use in solvent and cleaning applications,4.017359099783846e-05
4951744,1989,1990,US,US,0.1500403658924054,0.0,0.2557519166917451,0.4920762711051328,0.39670093931483175,0.6999192682151891,Angularly shaped unitary structured base strip comprised of a specific material adapted for phasing charges in a perforating gun,4.036589240544175e-05
5734750,1995,1998,JP,JP,0.15004038784547988,0.0,0.5411594333623305,0.5375628665786644,0.4209985468774546,0.6999192243090402,Character recognition method and apparatus,4.0387845479911144e-05
10409183,2018,2019,JP,JP,0.15004051428517284,0.0,0.28164164400186253,0.4632456691214333,0.3989050963773411,0.6999189714296543,Positively chargeable toner,4.051428517287681e-05
7499388,2005,2009,JP,JP,0.14995887989495013,0.0,0.262378117960959,0.5095815653974813,0.39721714174040024,0.7000822402100997,Optical disc device optical head and photo-detection device thereof,4.112010504983554e-05
8512271,2007,2013,DE,DE,0.14995858340297136,0.0,0.2787909111877056,0.5140904272333224,0.3986142375195918,0.7000828331940573,Device and method for determining a dialysis fluid flow rate for extracorporeal blood treatment,4.141659702860956e-05
6758223,2000,2004,DE,US,0.1499579694462554,0.0,0.2755805160594453,0.4846103875846056,0.39834056596089845,0.7000840611074892,Plasma RIE polymer removal,4.2030553744576427e-05
4261415,1979,1981,US,US,0.14995731183483282,0.0,0.262378117960959,0.44747537914529334,0.3972162196624629,0.7000853763303343,Method and apparatus for cooling a pressure vessel,4.268816516714291e-05
5478477,1994,1995,US,US,0.15004272730708157,0.0,0.2557519166917451,0.48117381341488263,0.39670232727883487,0.6999145453858369,Use of alginates to treat bauxite red mud,4.272730708160255e-05
7906321,2004,2011,IT,IT,0.14995658044104435,0.0,0.5785166077886216,0.5098905744286524,0.42412960379759646,0.7000868391179114,Integrated semiconductor microreactor for real-time monitoring of biological reactions,4.3419558955620774e-05
6708148,2002,2004,NL,AT,0.15004377490847376,0.0,0.2557519166917451,0.478766451606311,0.3967029430196594,0.6999124501830525,Correction device to mark parts of a recognized text,4.377490847379262e-05
4712050,1987,1987,JP,JP,0.15004397742532907,0.0,0.2557519166917451,0.511058183364834,0.3967030620510664,0.6999120451493419,Control system for brushless DC motor,4.397742532910587e-05
4042113,1976,1977,US,US,0.15004414518206727,0.0,0.2557519166917451,0.44734095827835757,0.39670316065174965,0.6999117096358655,Sorting device for magazine or the like,4.4145182067301114e-05
3987855,1974,1976,US,US,0.1499555571798359,0.0,0.2557519166917451,0.45488883081904274,0.3966510795379691,0.7000888856403282,Lost circulation control,4.444282016405343e-05
6750495,1999,2004,US,US,0.14995503294485807,0.0,0.2719030064025366,0.5005615476025481,0.3980257617881637,0.7000899341102839,Damascene capacitors for integrated circuits,4.4967055141897916e-05
4122026,1977,1978,CH,CH,0.1500452740202881,0.0,0.2719030064025366,0.5000638068816227,0.39807881465991657,0.6999094519594238,Liquid crystal mixtures,4.527402028814409e-05
9666321,2015,2017,US,US,0.15004545040735015,0.0,0.5620615492417346,0.4975575131334712,0.4227809820449004,0.6999090991852996,Optical capture and isolation of circulating tumor cells in a micro-fluidic device utilizing size selective trapping with optical cogwheel tweezers,4.54504073501838e-05
9734927,2015,2017,US,US,0.15004545040735015,0.0,0.5620615492417346,0.4975575131334712,0.4227809820449004,0.6999090991852996,Optical capture and isolation of circulating tumor cells in a micro-fluidic device utilizing size selective trapping with optical cogwheel tweezers,4.54504073501838e-05
5989493,1998,1999,US,US,0.1499532169982748,0.0,0.2719030064025366,0.47443857152031993,0.3980246939204335,0.7000935660034504,Net shape hastelloy X made by metal injection molding using an aqueous binder,4.678300172517025e-05
7508905,2005,2009,DE,DE,0.1500475289936103,0.0,0.26759334305557764,0.47880628771401,0.3977132455082742,0.6999049420127794,Heating device in mammography systems,4.752899361032403e-05
5500472,1995,1996,US,US,0.14995238365040955,0.0,0.2787909111877056,0.4847737962089688,0.3986105917811333,0.700095232699181,Low application temperature hot melt adhesive,4.76163495904125e-05
5844963,1997,1998,US,US,0.15004878061617785,0.0,0.2557519166917451,0.47321437603782107,0.3967058851381169,0.6999024387676442,Electron beam superimposition method and apparatus,4.878061617788476e-05
4595358,1985,1986,US,US,0.15004922516302518,0.0,0.2719030064025366,0.45764408537313256,0.3980811369425311,0.6999015496739496,Re-radiating heat shield,4.922516302521829e-05
8550047,2010,2013,JP,JP,0.14995063904916234,0.0,0.2719030064025366,0.46884601746877913,0.39802317793868025,0.7000987219016753,Valve control apparatus for internal combustion engine,4.936095083762915e-05
6809115,2001,2004,US,US,0.14995040335323762,0.0,0.30605379830897483,0.4607991188977827,0.4009303982885643,0.7000991932935248,"METHODS AND COMPOSITIONS FOR THE TREATMENT OF DIABETES, THE REDUCTION OF BODY FAT, IMPROVEMENT OF INSULIN SENSITIVITY, REDUCTION OF HYPERGLYCEMIA, AND REDUCTION OF HYPERCHOLESTEROLEMIA WITH CHROMIUM COMPLEXES, CONJUGATED FATTY ACIDS, AND/OR CONJUGATED FATTY ALCOHOLS",4.959664676235098e-05
9293627,2013,2016,US,US,0.15004985138778784,0.0,0.28653911356079864,0.4985457580763638,0.39932752053466924,0.6999002972244244,Sub-wavelength antenna enhanced bilayer graphene tunable photodetector,4.985138778787479e-05
7070588,2003,2006,US,US,0.1500498561467032,0.0,0.262378117960959,0.4247674644592048,0.3972706255859706,0.6999002877065936,Method for connecting a compatibility liner with a source of perishable therapeutic,4.985614670321992e-05
5406978,1994,1995,US,DE,0.1499498852203937,0.0,0.262378117960959,0.5128021082335136,0.3972118524278158,0.7001002295592126,Shuttle orifice control mechanism,5.011477960625843e-05
4173267,1977,1979,JP,JP,0.15005038049794173,0.0,0.2557519166917451,0.5016179946116696,0.39670682545597546,0.6998992390041165,Speaker cabinet,5.0380497941759916e-05
10029230,2017,2018,US,US,0.1499494649419974,0.0,0.2787909111877056,0.4841315019689988,0.39860887540392964,0.7001010701160052,Flow in a slurry loop reactor,5.0535058002565414e-05
7243061,2004,2007,JP,JP,0.15005130136515804,0.0,0.4833834258768555,0.47138590944604786,0.41608631719853406,0.6998973972696839,Multistage inverse quantization having a plurality of frequency bands,5.130136515807404e-05
8529130,2009,2013,DE,DE,0.14994833583145115,0.0,0.2755805160594453,0.48609196813066724,0.3983349008816442,0.7001033283370977,"Aerostatic bearing arrangement and associated electrostatic preloading unit, particularly for vacuum application",5.166416854882061e-05
6044055,1997,2000,JP,JP,0.14994813470164378,0.0,0.26759334305557764,0.49309754817892043,0.39765481070081726,0.7001037305967124,Phase change recording apparatus having front and rear pulse changing means,5.186529835618514e-05
8151887,2007,2012,US,US,0.14994759244211134,0.0,0.2557519166917451,0.4356502059389854,0.39664639580684824,0.7001048151157774,Lubricator valve,5.24075578886285e-05
