iso2c,law_domain,law_domain_slug,status_code,status_label,source_date_text
CI,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CL,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CL,Cybercrime,cybercrime,1,legislation,17/02/2026
CL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CL,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
CL,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CM,Cybercrime,cybercrime,1,legislation,17/02/2026
CM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CM,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
CM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CN,Cybercrime,cybercrime,1,legislation,17/02/2026
CN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
CN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CO,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CO,Cybercrime,cybercrime,1,legislation,17/02/2026
CO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CO,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
CO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CR,Cybercrime,cybercrime,1,legislation,17/02/2026
CR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CR,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
CR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CU,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
CU,Cybercrime,cybercrime,1,legislation,17/02/2026
CU,Electronic Transactions,electronic_transactions,2,draft_legislation,17/02/2026
CU,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
CU,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CV,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
CV,Cybercrime,cybercrime,1,legislation,17/02/2026
CV,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CV,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
CV,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CY,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
CY,Cybercrime,cybercrime,1,legislation,17/02/2026
CY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CY,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
CY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
CZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
CZ,Cybercrime,cybercrime,1,legislation,17/02/2026
CZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
CZ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
CZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
DE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
DE,Cybercrime,cybercrime,1,legislation,17/02/2026
DE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
DE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
DE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
DJ,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
DJ,Cybercrime,cybercrime,1,legislation,17/02/2026
DJ,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
DJ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
DJ,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
DK,Consumer Protection,consumer_protection,1,legislation,17/02/2026
DK,Cybercrime,cybercrime,1,legislation,17/02/2026
DK,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
DK,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
DK,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
DM,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
DM,Cybercrime,cybercrime,1,legislation,17/02/2026
DM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
DM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
DM,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
DO,Consumer Protection,consumer_protection,1,legislation,17/02/2026
DO,Cybercrime,cybercrime,1,legislation,17/02/2026
DO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
DO,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
DO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
DZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
DZ,Cybercrime,cybercrime,1,legislation,17/02/2026
DZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
DZ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
DZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
EC,Consumer Protection,consumer_protection,1,legislation,17/02/2026
EC,Cybercrime,cybercrime,1,legislation,17/02/2026
EC,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
EC,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
EC,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
EE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
EE,Cybercrime,cybercrime,1,legislation,17/02/2026
EE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
EE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
EE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
EG,Consumer Protection,consumer_protection,1,legislation,17/02/2026
EG,Cybercrime,cybercrime,1,legislation,17/02/2026
EG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
EG,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
EG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ER,Consumer Protection,consumer_protection,0,no_data,17/02/2026
ER,Cybercrime,cybercrime,3,no_legislation,17/02/2026
ER,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
ER,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
ER,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
ES,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ES,Cybercrime,cybercrime,1,legislation,17/02/2026
ES,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ES,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ES,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ET,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ET,Cybercrime,cybercrime,1,legislation,17/02/2026
ET,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ET,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
ET,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
FI,Consumer Protection,consumer_protection,1,legislation,17/02/2026
FI,Cybercrime,cybercrime,1,legislation,17/02/2026
FI,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
FI,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
FI,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
FJ,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
FJ,Cybercrime,cybercrime,1,legislation,17/02/2026
FJ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
FJ,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
FJ,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
FM,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
FM,Cybercrime,cybercrime,3,no_legislation,17/02/2026
FM,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
FM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
FM,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
FR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
FR,Cybercrime,cybercrime,1,legislation,17/02/2026
FR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
FR,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
FR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GA,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
GA,Cybercrime,cybercrime,1,legislation,17/02/2026
GA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GA,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
GA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GB,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GB,Cybercrime,cybercrime,1,legislation,17/02/2026
GB,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GB,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
GB,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GD,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GD,Cybercrime,cybercrime,1,legislation,17/02/2026
GD,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GD,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GD,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GE,Cybercrime,cybercrime,1,legislation,17/02/2026
GE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
GE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GH,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
GH,Cybercrime,cybercrime,1,legislation,17/02/2026
GH,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GH,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
GH,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GM,Cybercrime,cybercrime,1,legislation,17/02/2026
GM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GN,Cybercrime,cybercrime,1,legislation,17/02/2026
GN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GQ,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
GQ,Cybercrime,cybercrime,3,no_legislation,17/02/2026
GQ,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
GQ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GQ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GR,Cybercrime,cybercrime,1,legislation,17/02/2026
GR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GT,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GT,Cybercrime,cybercrime,1,legislation,17/02/2026
GT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GT,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
GT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
GW,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
GW,Cybercrime,cybercrime,3,no_legislation,17/02/2026
GW,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GW,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GW,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
GY,Consumer Protection,consumer_protection,1,legislation,17/02/2026
GY,Cybercrime,cybercrime,1,legislation,17/02/2026
GY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
GY,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
GY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
HN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
HN,Cybercrime,cybercrime,1,legislation,17/02/2026
HN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
HN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
HN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
HR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
HR,Cybercrime,cybercrime,1,legislation,17/02/2026
HR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
HR,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
HR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
HT,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
HT,Cybercrime,cybercrime,3,no_legislation,17/02/2026
HT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
HT,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
HT,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
HU,Consumer Protection,consumer_protection,1,legislation,17/02/2026
HU,Cybercrime,cybercrime,1,legislation,17/02/2026
HU,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
HU,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
HU,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ID,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ID,Cybercrime,cybercrime,1,legislation,17/02/2026
ID,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ID,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ID,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
IE,Cybercrime,cybercrime,1,legislation,17/02/2026
IE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
IE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IL,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
IL,Cybercrime,cybercrime,1,legislation,17/02/2026
IL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IL,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
IL,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
IN,Cybercrime,cybercrime,1,legislation,17/02/2026
IN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IN,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
IN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IQ,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
IQ,Cybercrime,cybercrime,2,draft_legislation,17/02/2026
IQ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IQ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
IQ,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
IR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
IR,Cybercrime,cybercrime,1,legislation,17/02/2026
IR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
IR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IS,Consumer Protection,consumer_protection,1,legislation,17/02/2026
IS,Cybercrime,cybercrime,1,legislation,17/02/2026
IS,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IS,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
IS,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
IT,Consumer Protection,consumer_protection,1,legislation,17/02/2026
IT,Cybercrime,cybercrime,1,legislation,17/02/2026
IT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
IT,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
IT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
JM,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
JM,Cybercrime,cybercrime,1,legislation,17/02/2026
JM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
