gvkey,firm_name,patent_count,cik,ticker,sec_name,exchange,link_method,link_score,link_conflict,candidate_count,ticker_hint,candidate_rank,candidate_cik,candidate_ticker,candidate_sec_name,candidate_exchange,candidate_method,candidate_score
024890,MISONIX,92,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
009756,SKIL,92,0001774675,SKIL,Skillsoft Corp.,NYSE,fuzzy_name,0.9,True,2,,1,0001774675,SKIL,Skillsoft Corp.,NYSE,fuzzy_name,0.9
009756,SKIL,92,0001774675,SKIL,Skillsoft Corp.,NYSE,fuzzy_name,0.9,True,2,,2,0001801661,SKLZ,Skillz Inc.,NYSE,fuzzy_name,0.9
001767,ARO,91,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9,True,12,,1,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9
001767,ARO,91,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9,True,12,,2,0002076631,AMRQF,AMAROQ LTD.,OTC,fuzzy_name,0.9
001767,ARO,91,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9,True,12,,3,0001861063,AQUC,Aquaron Acquisition Corp.,OTC,fuzzy_name,0.9
001767,ARO,91,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9,True,12,,4,0001007273,BKSC,BANK OF SOUTH CAROLINA CORP,OTC,fuzzy_name,0.9
001767,ARO,91,0001489079,ADOOY,Adaro Energy PT/ADR/,OTC,fuzzy_name,0.9,True,12,,5,0001727428,PUCCF,Carolina Rush Corp,OTC,fuzzy_name,0.9
010212,SUSQUEHANNA,91,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,True,2,,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9
010212,SUSQUEHANNA,91,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,True,2,,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9
165746,LIVENATIONENTMT,91,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,2,,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9
165746,LIVENATIONENTMT,91,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
061918,OMNIPOINT,90,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
061918,OMNIPOINT,90,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001966233,NIPG,NIP Group Inc.,Nasdaq,fuzzy_name,0.9
006403,KERRMCGEEOILIND,90,0000040570,JOB,GEE Group Inc.,NYSE,fuzzy_name,0.9,True,2,,1,0000040570,JOB,GEE Group Inc.,NYSE,fuzzy_name,0.9
006403,KERRMCGEEOILIND,90,0000040570,JOB,GEE Group Inc.,NYSE,fuzzy_name,0.9,True,2,,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9
114303,CONOCO,89,0001163165,COP,CONOCOPHILLIPS,NYSE,fuzzy_name,0.9,True,2,,1,0001163165,COP,CONOCOPHILLIPS,NYSE,fuzzy_name,0.9
114303,CONOCO,89,0001163165,COP,CONOCOPHILLIPS,NYSE,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
179058,ORIONENERGYSYS,89,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,True,3,,1,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9
179058,ORIONENERGYSYS,89,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
179058,ORIONENERGYSYS,89,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,True,3,,3,0001402829,ORN,Orion Group Holdings Inc,NYSE,fuzzy_name,0.9
024867,TARGETTHERAPEUTICS,88,0000027419,TGT,TARGET CORP,NYSE,fuzzy_name,0.9,True,2,,1,0000027419,TGT,TARGET CORP,NYSE,fuzzy_name,0.9
024867,TARGETTHERAPEUTICS,88,0000027419,TGT,TARGET CORP,NYSE,fuzzy_name,0.9,True,2,,2,0001586554,CBDY,Target Group Inc.,OTC,fuzzy_name,0.9
004061,DOWCORNING,88,0001751788,DOW,DOW INC.,NYSE,fuzzy_name,0.9,True,2,,1,0001751788,DOW,DOW INC.,NYSE,fuzzy_name,0.9
004061,DOWCORNING,88,0001751788,DOW,DOW INC.,NYSE,fuzzy_name,0.9,True,2,,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
137373,CAPSTONETURBINE,85,0000887151,CAPS,Capstone Holding Corp.,Nasdaq,fuzzy_name,0.9,True,2,,1,0000887151,CAPS,Capstone Holding Corp.,Nasdaq,fuzzy_name,0.9
137373,CAPSTONETURBINE,85,0000887151,CAPS,Capstone Holding Corp.,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
216019,AIXTRON,85,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
216019,AIXTRON,85,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
010374,PULSEELECTRONICS,84,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
010374,PULSEELECTRONICS,84,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
010374,PULSEELECTRONICS,84,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
011118,VARO,83,0001098482,INNI,"Innovaro, Inc.",OTC,fuzzy_name,0.9,True,2,,1,0001098482,INNI,"Innovaro, Inc.",OTC,fuzzy_name,0.9
011118,VARO,83,0001098482,INNI,"Innovaro, Inc.",OTC,fuzzy_name,0.9,True,2,,2,0001361113,VRNS,VARONIS SYSTEMS INC,Nasdaq,fuzzy_name,0.9
003105,IHEARTMEDIAMGMTSVCS,82,0001400891,IHRT,"iHeartMedia, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001400891,IHRT,"iHeartMedia, Inc.",Nasdaq,fuzzy_name,0.9
003105,IHEARTMEDIAMGMTSVCS,82,0001400891,IHRT,"iHeartMedia, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
008909,RTE,82,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9,True,20,,1,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9
008909,RTE,82,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9,True,20,,2,0001667011,AIP,"Arteris, Inc.",Nasdaq,fuzzy_name,0.9
008909,RTE,82,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9,True,20,,3,0000863110,ARTNA,ARTESIAN RESOURCES CORP,Nasdaq,fuzzy_name,0.9
008909,RTE,82,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9,True,20,,4,0001829576,CARE,"Carter Bankshares, Inc.",Nasdaq,fuzzy_name,0.9
008909,RTE,82,0001621221,ARTL,"ARTELO BIOSCIENCES, INC.",Nasdaq,fuzzy_name,0.9,True,20,,5,0001060822,CRI,CARTERS INC,NYSE,fuzzy_name,0.9
135965,SONUSNETWORKS,82,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,True,2,,1,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9
135965,SONUSNETWORKS,82,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
008759,PRINTRONIX,81,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
008759,PRINTRONIX,81,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
008759,PRINTRONIX,81,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
011001,UNITRODE,80,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
011001,UNITRODE,80,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9
140071,PROTONENERGYSYS,78,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,True,2,,1,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9
140071,PROTONENERGYSYS,78,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
186683,FUSIONIO,77,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
186683,FUSIONIO,77,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,2,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9
186683,FUSIONIO,77,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
186683,FUSIONIO,77,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,4,0001088034,USIO,"Usio, Inc.",Nasdaq,fuzzy_name,0.9
162907,SILICONGRAPHICS,77,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,True,3,,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9
162907,SILICONGRAPHICS,77,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
162907,SILICONGRAPHICS,77,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,True,3,,3,0000704172,PHIL,PHI GROUP INC,,fuzzy_name,0.9
007784,NATLUNIONELEC,76,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
007784,NATLUNIONELEC,76,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9
007784,NATLUNIONELEC,76,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
023496,GENNUM,76,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,True,2,,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9
023496,GENNUM,76,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,True,2,,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9
149093,GRAHAMPACKAGING,76,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,3,,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9
149093,GRAHAMPACKAGING,76,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,3,,2,0000104889,GHC,Graham Holdings Co,NYSE,fuzzy_name,0.9
149093,GRAHAMPACKAGING,76,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,3,,3,0000716314,GHM,GRAHAM CORP,NYSE,fuzzy_name,0.9
160902,SYNERONMEDICAL,75,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
160902,SYNERONMEDICAL,75,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
004329,EMPI,75,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9,True,4,,1,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9
004329,EMPI,75,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9,True,4,,2,0001553079,ESBA,"Empire State Realty OP, L.P.",NYSE,fuzzy_name,0.9
004329,EMPI,75,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9,True,4,,3,0001541401,ESRT,"Empire State Realty Trust, Inc.",NYSE,fuzzy_name,0.9
004329,EMPI,75,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9,True,4,,4,0001881472,MEGL,Magic Empire Global Ltd,Nasdaq,fuzzy_name,0.9
129624,FARGOELECTRONICS,75,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
129624,FARGOELECTRONICS,75,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
129624,FARGOELECTRONICS,75,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
026038,PALOMARMEDICALTECH,74,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
026038,PALOMARMEDICALTECH,74,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,2,0001761312,PLMR,"Palomar Holdings, Inc.",Nasdaq,fuzzy_name,0.9
019412,INTRACELLULARTHERAPIES,73,0001796209,APG,APi Group Corp,NYSE,fuzzy_name,0.9,True,2,,1,0001796209,APG,APi Group Corp,NYSE,fuzzy_name,0.9
019412,INTRACELLULARTHERAPIES,73,0001796209,APG,APi Group Corp,NYSE,fuzzy_name,0.9,True,2,,2,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9
174136,ACHILLIONPHARM,73,0001806524,LGHL,Lion Group Holding Ltd,Nasdaq,fuzzy_name,0.9,True,2,,1,0001806524,LGHL,Lion Group Holding Ltd,Nasdaq,fuzzy_name,0.9
174136,ACHILLIONPHARM,73,0001806524,LGHL,Lion Group Holding Ltd,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
101689,SAESGETTERS,72,0000874761,AES,AES CORP,NYSE,fuzzy_name,0.9,True,2,,1,0000874761,AES,AES CORP,NYSE,fuzzy_name,0.9
101689,SAESGETTERS,72,0000874761,AES,AES CORP,NYSE,fuzzy_name,0.9,True,2,,2,0001883835,ESGH,ESG Inc.,OTC,fuzzy_name,0.9
010091,STOKELYVANCAMP,72,0001419559,CAMG,"CAM GROUP, INC.",,fuzzy_name,0.9,True,2,,1,0001419559,CAMG,"CAM GROUP, INC.",,fuzzy_name,0.9
010091,STOKELYVANCAMP,72,0001419559,CAMG,"CAM GROUP, INC.",,fuzzy_name,0.9,True,2,,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9
008062,OAKELECTRONETICS,72,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,True,3,,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9
008062,OAKELECTRONETICS,72,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
008062,OAKELECTRONETICS,72,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,True,3,,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9
066728,SONOSITE,71,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
066728,SONOSITE,71,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,True,2,,2,0001314727,SONO,Sonos Inc,Nasdaq,fuzzy_name,0.9
006128,INTERPACE,70,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9
006128,INTERPACE,70,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,2,0001054102,IDXG,"INTERPACE BIOSCIENCES, INC.",OTC,fuzzy_name,0.9
006128,INTERPACE,70,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,True,3,,3,0000715787,TILE,INTERFACE INC,Nasdaq,fuzzy_name,0.8888888888888888
015160,GENUS,70,0001098972,AGEN,AGENUS INC,Nasdaq,fuzzy_name,0.9090909090909091,True,3,,1,0001098972,AGEN,AGENUS INC,Nasdaq,fuzzy_name,0.9090909090909091
015160,GENUS,70,0001098972,AGEN,AGENUS INC,Nasdaq,fuzzy_name,0.9090909090909091,True,3,,2,0001847806,GNS,Genius Group Ltd,NYSE,fuzzy_name,0.9090909090909091
015160,GENUS,70,0001098972,AGEN,AGENUS INC,Nasdaq,fuzzy_name,0.9090909090909091,True,3,,3,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9
009554,SEALECTRO,69,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,True,2,,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9
009554,SEALECTRO,69,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,True,2,,2,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9
148169,IDENIXPHARM,68,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
148169,IDENIXPHARM,68,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9
005342,MONEYGRAMINT,68,0001998560,MIMI,Mint Inc Ltd,Nasdaq,fuzzy_name,0.9,True,2,,1,0001998560,MIMI,Mint Inc Ltd,Nasdaq,fuzzy_name,0.9
005342,MONEYGRAMINT,68,0001998560,MIMI,Mint Inc Ltd,Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
209382,VALE,68,0001861560,NUVL,"Nuvalent, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,1,0001861560,NUVL,"Nuvalent, Inc.",Nasdaq,fuzzy_name,0.9
209382,VALE,68,0001861560,NUVL,"Nuvalent, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,2,0000917851,VALE,Vale S.A.,NYSE,fuzzy_name,0.9
209382,VALE,68,0001861560,NUVL,"Nuvalent, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,3,0001863006,VLN,Valens Semiconductor Ltd.,NYSE,fuzzy_name,0.9
209382,VALE,68,0001861560,NUVL,"Nuvalent, Inc.",Nasdaq,fuzzy_name,0.9,True,4,,4,0001035002,VLO,VALERO ENERGY CORP/TX,NYSE,fuzzy_name,0.9
030688,BUSINESSOBJECTSSOFTWARE,68,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,True,2,,1,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9
030688,BUSINESSOBJECTSSOFTWARE,68,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,True,2,,2,0001320760,TSSI,"TSS, Inc.",Nasdaq,fuzzy_name,0.9
007944,NORLININD,67,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
007944,NORLININD,67,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0000084246,RLI,RLI CORP,NYSE,fuzzy_name,0.9
064340,NOVATEL,67,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,True,2,,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9
064340,NOVATEL,67,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,True,2,,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9
126322,SONICWALL,67,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
126322,SONICWALL,67,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,True,2,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
028456,SUBSEA7,66,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,True,4,,1,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9
028456,SUBSEA7,66,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,True,4,,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9
028456,SUBSEA7,66,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,True,4,,3,0001610520,UBS,UBS Group AG,NYSE,fuzzy_name,0.9
028456,SUBSEA7,66,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,True,4,,4,0001114446,AMUB,UBS AG,NYSE,fuzzy_name,0.9
147565,APPLETONPAPERS,66,0000320193,AAPL,Apple Inc.,Nasdaq,fuzzy_name,0.9,True,3,,1,0000320193,AAPL,Apple Inc.,Nasdaq,fuzzy_name,0.9
147565,APPLETONPAPERS,66,0000320193,AAPL,Apple Inc.,Nasdaq,fuzzy_name,0.9,True,3,,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9
147565,APPLETONPAPERS,66,0000320193,AAPL,Apple Inc.,Nasdaq,fuzzy_name,0.9,True,3,,3,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9
008434,PENNENGANDMFG,65,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,True,2,,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9
008434,PENNENGANDMFG,65,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,True,2,,2,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9
009916,SPANUSMEDICALSYS,65,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
009916,SPANUSMEDICALSYS,65,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9
148310,PORTOLAPACKAGING,64,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,2,,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9
148310,PORTOLAPACKAGING,64,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,True,2,,2,0001841666,APA,APA Corp,Nasdaq,fuzzy_name,0.9
004944,GCA,64,0002023730,GIG,GigCapital7 Corp.,Nasdaq,fuzzy_name,0.9,True,3,,1,0002023730,GIG,GigCapital7 Corp.,Nasdaq,fuzzy_name,0.9
004944,GCA,64,0002023730,GIG,GigCapital7 Corp.,Nasdaq,fuzzy_name,0.9,True,3,,2,0002080019,GIW,GigCapital8 Corp.,Nasdaq,fuzzy_name,0.9
004944,GCA,64,0002023730,GIG,GigCapital7 Corp.,Nasdaq,fuzzy_name,0.9,True,3,,3,0002098712,GIX,GigCapital9 Corp.,,fuzzy_name,0.9
011506,WILLIAMS,64,0000089800,SHW,SHERWIN WILLIAMS CO,NYSE,fuzzy_name,0.9,True,3,,1,0000089800,SHW,SHERWIN WILLIAMS CO,NYSE,fuzzy_name,0.9
011506,WILLIAMS,64,0000089800,SHW,SHERWIN WILLIAMS CO,NYSE,fuzzy_name,0.9,True,3,,2,0000107263,WMB,"WILLIAMS COMPANIES, INC.",NYSE,fuzzy_name,0.9
011506,WILLIAMS,64,0000089800,SHW,SHERWIN WILLIAMS CO,NYSE,fuzzy_name,0.9,True,3,,3,0000719955,WSM,WILLIAMS SONOMA INC,NYSE,fuzzy_name,0.9
024352,PROGRESSSOFTWARE,64,0001808834,PRG,"PROG Holdings, Inc.",NYSE,fuzzy_name,0.9,True,2,,1,0001808834,PRG,"PROG Holdings, Inc.",NYSE,fuzzy_name,0.9
024352,PROGRESSSOFTWARE,64,0001808834,PRG,"PROG Holdings, Inc.",NYSE,fuzzy_name,0.9,True,2,,2,0000876167,PRGS,PROGRESS SOFTWARE CORP /MA,Nasdaq,fuzzy_name,0.8888888888888888
008449,PENNSYLVANIA,63,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9,True,5,,1,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9
008449,PENNSYLVANIA,63,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9,True,5,,2,0000895528,VPV,Invesco Pennsylvania Value Municipal Income Trust,NYSE,fuzzy_name,0.9
008449,PENNSYLVANIA,63,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9,True,5,,3,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9
008449,PENNSYLVANIA,63,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9,True,5,,4,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9
008449,PENNSYLVANIA,63,0000891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,NYSE,fuzzy_name,0.9,True,5,,5,0000870780,NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NYSE,fuzzy_name,0.9
063617,CLOSUREMEDICAL,63,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9
063617,CLOSUREMEDICAL,63,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,True,2,,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9
